id  , designation                 , appmag   , absmag                , b-v; interpret as bprp, ra                   , dec                  , ly                , parallax           , parsec                , from earth X         , from earth Y        , from earth Z          , galactic l            , galactic b
 410, Gaia DR3 805881416880407936 , 3.446242 , -0.7530073923395886   , 0.14738464            , 154.2731519          , 42.91419397562115    , 225.566837525636  , 14.459394988101115 ,    69.1591868693619   , -45.62962026873931   , 21.986393000841122  , 47.090650933858825    , 175.78994823705207    , 54.80325896868557
 411, Gaia DR3 2658974606111711488, 3.4492388, 0.36793804444080935   , 1.219346              , 349.29478470898414   , 3.2823685553650206   , 134.79864397279056, 24.195792360183937 ,    41.3294999855255   , 40.54357521408885    , -7.664610329649135  , 2.3663952348897057    ,  81.98832231552602    , -51.961604694044226
 412, Gaia DR3 6913577284069471616, 3.449377 , -2.496403700244935    , 2.204833              , 311.9343288484159    , -5.027879831         , 504.17523838177704, 6.469099931342217  ,   154.58100981793285  , 102.90565561572917   , -114.552077416063   , -13.547553221637896   ,  41.999563678723646   , -27.858647173490418
 413, Gaia DR3 2632117385335567872, 3.4539876, -0.7620312744648561   , 1.9112198             , 348.5808228011476    , -6.049875053         , 227.315550826965  , 14.348160467396855 ,    69.69534542579778  , 67.93524097525723    , -13.72181175423643  , -7.34548091252717     ,  70.37360726435992    , -58.619421567923375
 414, Gaia DR3 866177431955478144 , 3.4571264, 2.1097944278329748    , 0.56331587            , 110.03059448904996   , 21.982238707455554   , 60.65851397843794 , 53.769203794860104 ,    18.59800646881797  , -5.907108200997604   , 16.20272141022469   , 6.9615900639543895    , 195.81355203943843    , 15.608360013689518
 415, Gaia DR3 4584613194593381888, 3.4648023, 0.3526415761888084    , 1.160064              , 269.4416075906706    , 29.24779516999184    , 136.72801758402025, 23.854364728105196 ,    41.921049308925866 , -0.3564634043224744  , -36.57499932274214  , 20.482107644092316    ,  54.84813643823991    , 23.953889174169927
 416, Gaia DR3 5164707970261890560, 3.465752 , 5.926600500170952     , 1.1402977             ,  53.22829341517546   , -9.458168216         , 10.501604835915058, 310.5772928005821  ,     3.219810408490127 , 1.901266709591648    , 2.5440938773688857  , -0.5291033063155595   , 195.73464146996739    , -48.32667860579575
 417, Gaia DR3 3827873938815011200, 3.4662993, -0.9798224804194504   , 1.5205231             , 144.9642118182715    , -1.143088704         , 252.72588634049688, 12.905524033282878 ,    77.48619873327392  , -63.432578779112546  , 44.47504301236477   , -1.545798373788137    , 236.17178361394707    , 35.799102295602616
 418, Gaia DR3 3796442680948579328, 3.468565 , 3.2612534180829535    , 0.8189659             , 177.67712091756832   , 1.763518531662046    , 35.882912711558305, 90.89451645739487  ,    11.001763791424443 , -10.987516915260175  , 0.4456988984018332  , 0.3385720767176045    , 269.86427324607075    , 60.72591571731265
 419, Gaia DR3 5250032958818831360, 3.4711742, -5.040932381158926    , 1.5032215             , 146.31159319122628   , -62.50786736         , 1643.7913414023224, 1.9841691082382484 ,   503.98930002891944  , -193.5843801153035   , 129.04814873124866  , -447.07591931130827   , 283.0693281857363     , -6.968794050925845
 420, Gaia DR3 2965792913525710976, 3.4712873, 0.7396707300896335    , 1.2782393             ,  87.83148955157748   , -20.88197154         , 114.74894101291262, 28.423443137771343 ,    35.18222599397608  , 1.2438059014434042   , 32.84780013541707   , -12.540494369618587   , 225.74981702016444    , -22.43187720931215
 421, Gaia DR3 4937200425857908992, 3.4718022, 2.2454855416093347    , 1.1124663             ,  28.994282975057555  , -51.60756961         , 57.37050912019284 , 56.85081150608127  ,    17.589898429031766 , 9.554965969373733    , 5.295157847630636   , -13.786531668133208   , 281.22572823930585    , -62.640980135797555
 422, Gaia DR3 4609802834185436928, 3.47414  , -3.4618088167154064   , 1.4510767             , 269.06327056542517   , 37.250566408097306   , 795.4541200428865 , 4.100249049969286  ,   243.88762434015825  , -3.173750968278327   , -194.10763357144108 , 147.62563192200963    ,  63.219121070691386   , 26.57636272171833
 423, Gaia DR3 3305012316783533056, 3.4756324, -1.9981612986160608   , -0.02798009           ,  60.17004002         , 12.490288479392149   , 405.6804805473335 , 8.039726228877436  ,   124.38234481270727  , 60.40689127001077    , 105.34860424405704  , 26.900683486286248    , 178.19320477539543    , -29.649596643870495
 424, Gaia DR3 2964000159821218432, 3.476823 , 3.7286449798307313    , 0.7528229             ,  86.11439122579156   , -22.45002336         , 29.044304168800842, 112.29602820037746 ,     8.905034452470856 , 0.557713505011071    , 8.211230035334058   , -3.400631640276412    , 226.71814851650328    , -24.485043773672636
 425, Gaia DR3 4081642115877635840, 3.4801962, 0.3641838160110762    , 1.2185223             , 286.1711290600682    , -21.74175578         , 136.97075481183828, 23.812090431132717 ,    41.99547296748742  , 10.864018098969105   , -37.46464897540512  , -15.556122192176117   ,  14.54656947472077    , -12.234751331790239
 426, Gaia DR3 4296708789290712064, 3.4819748, 2.814146265041007     , 1.1103241             , 298.8285089900959    , 6.404626612168723    , 44.35995319554741 , 73.52487469097186  ,    13.6008392289418   , 6.517253634022459    , -11.840880496599276 , 1.517162439094153     ,  45.933171528832375   , -10.879528036481988
 427, Gaia DR3 6513525544581729536, 3.487227 , 0.5445027994245666    , 0.2714889             , 342.1395041838119    , -51.31714292         , 126.46496040217257, 25.79022671282131  ,    38.774378028358385 , 23.06639249562166    , -7.432682778148595  , -30.267955917824768   , 338.33789601919125    , -56.28147674301118
 428, Gaia DR3 4529285391533766400, 3.4873433, 0.6412354858985712    , 1.3914938             , 275.9254783115971    , 21.768671633992867   , 120.96143631801829, 26.963634851566006 ,    37.0869879192835   , 3.555642452030083    , -34.25824356274529  , 13.754084036169864    ,  49.66504079102886    , 15.805060946218168
 429, Gaia DR3 6709267613942522496, 3.4887385, -1.1759815349798526   , -0.120500326          , 276.7432910812464    , -45.96869559         , 279.4919985980639 , 11.669600619552739 ,    85.69273556153004  , 6.993701016294919    , -59.1488170454162   , -61.60966252334834    , 348.52696947406116    , -14.916624691422879
 430, Gaia DR3 622052899598187392 , 3.4907143, -5.237125864094738    , 0.12643838            , 151.83312977678483   , 16.762660412755842   , 1815.488093706207 , 1.7965196308953622 ,   556.6318245582504   , -469.861991121402    , 251.58810120207744  , 160.53698870980364    , 219.1820518791445     , 50.51195205120413
 431, Gaia DR3 5583216215017531648, 3.4911032, -3.0891433115276246   , 0.05365801            , 102.46019909902277   , -32.508459           , 675.2656754242291 , 4.830039669869132  ,   207.03763702775026  , -37.67136293484389   , 170.48490229396586  , -111.26701959917257   , 242.2533422475201     , -14.648923413997785
 432, Gaia DR3 6020624858523492352, 3.49136  , -1.4349184021431687   , 1.8451686             , 249.09371382836378   , -35.2552842          , 315.26884280966203, 10.345329309845912 ,    96.66197856536812  , -28.16650597429781   , -73.73651213638449  , -55.79527595892284    , 346.0448577758089     , 8.355667884606042
 433, Gaia DR3 738259665062428416 , 3.494125 , 1.0814896694953195    , 1.299505              , 163.3283586008161    , 34.21365363          , 99.07234401475858 , 32.92099356722732  ,    30.375753938225447 , -24.063234257817996  , 7.206336046108816   , 17.079692771228228    , 189.82083042066847    , 63.450160244664886
 434, Gaia DR3 5267405895350690304, 3.4989178, 0.44275080884173423   , 1.236007              , 107.18725486658857   , -70.4984475          , 133.2474082573459 , 24.47747421624008  ,    40.853888402281704 , -4.030072174490542   , 13.029319027220456  , -38.51020074657357    , 281.51538683750863    , -24.014654389280313
 435, Gaia DR3 4125171197089493760, 3.4990056, 1.0838494074780423    , 0.4560144             , 264.39647046594615   , -15.39881864         , 99.18742387027406 , 32.882797765427924 ,    30.41103762318463  , -2.862860607358339   , -29.179202483902014 , -8.075232557953584    ,  10.449761533195971   , 8.94730677543123
 436, Gaia DR3 873035017257455104 , 3.50655  , 0.4094267474595701    , 1.2394216             , 111.43103524485525   , 27.797701341122824   , 135.7844453934241 , 24.020129776646378 ,    41.63174842511685  , -13.45604573165153   , 34.28111067317141   , 19.415013809258404    , 190.68123965859317    , 18.98812290636698
 437, Gaia DR3 3314024566919613952, 3.516044 , 0.05450779691945584   , 1.1873329             ,  65.73422490902678   , 17.542390757517502   , 160.59521933421556, 20.30919733178576  ,    49.2387751058437   , 19.29457797652156    , 42.80090242975905   , 14.841124816873846    , 177.84272186276905    , -22.282446677593523
 438, Gaia DR3 4672726716408826240, 3.5165603, 0.9338099327965121    , 1.3227131             ,  56.05317542343257   , -64.8065428          , 107.14587249993258, 30.440369973206874 ,    32.85111189122156  , 7.808950837906377    , 11.60045468436539   , -29.72617180897508    , 279.3350426198082     , -43.519317296259665
 439, Gaia DR3 5308225539451195520, 3.521229 , -5.081531068754661    , -0.001357794          , 149.21548431065693   , -54.56776992         , 1713.868062983574 , 1.9030403042356356 ,   525.4749454198525   , -261.71452003245446  , 155.9173179469034   , -428.1579360848321    , 279.18183070660336    , 0.12123367351831282
 440, Gaia DR3 3296627028792695168, 3.52523  , -2.652968944777282    , 2.4955971             ,  73.13318318973232   , 14.250398248921895   , 561.1321615602059 , 5.812463129775632  ,   172.04410207391734  , 48.38222761712973    , 159.5768727351466   , 42.35038131228067     , 185.26923244895457    , -18.667275537154907
 441, Gaia DR3 4840356816072211712, 3.5266554, 0.7406987414029524    , 1.2994406             ,  63.50072823564913   , -42.29527146         , 117.65671103110036, 27.720985665984383 ,    36.073753366824576 , 11.905714654392408   , 23.87992943469519   , -24.275885374845785   , 246.97393150587664    , -46.54801882725411
 442, Gaia DR3 3337991583943473280, 3.528103 , -4.402403952262173    , -0.14241743           ,  83.78449673650563   , 9.934150110721673    , 1257.5543467797218, 2.5935737953210762 ,   385.5683620045996   , 41.11895709231235    , 377.55490809520444  , 66.51679877874659     , 194.90284113996717    , -12.269724697543413
 443, Gaia DR3 2952868119987647744, 3.5294538, -1.0624504094198666   , 1.6721218             , 103.54687424806049   , -12.03869175         , 270.27521042450076, 12.06755142240872  ,    82.86685218867682  , -18.983894879179903  , 78.78959281167084   , -17.283720416836275   , 223.83598245102235    , -5.076960867613988
 444, Gaia DR3 6828125061423674752, 3.5300386, -2.1322956146603858   , 1.1391373             , 321.66677580627606   , -22.411215           , 442.4785427747008 , 7.371114494156851  ,   135.66469504614383  , 98.38009718546233    , -77.78859058472352  , -51.72234656881346    ,  26.72812280980393    , -43.32816811063421
 445, Gaia DR3 643819484617141504 , 3.5301552, 0.6131142716421825    , 1.3946259             , 148.18983474754336   , 26.006706191116002   , 124.97799639660461, 26.097073837299966 ,    38.31847226376477  , -29.265765514632136  , 18.152732510059412  , 16.801743596713713    , 203.78445200452796    , 49.9741921646376
 446, Gaia DR3 1977100856572910336, 3.5311058, -2.8989376054471854   , 3.6234832             , 324.01079818650203   , 45.37459068778563    , 630.1356540273572 , 5.175964856383765  ,   193.2006935415437   , 109.81275564146785   , -79.75202114106548  , 137.50375197526722    ,  90.68496417266265    , -4.955075443587933
 447, Gaia DR3 5338833263117260672, 3.5334344, 1.1601141883362907    , 1.189028              , 163.37423881457266   , -58.85299793         , 97.29475181709259 , 33.52246589961509  ,    29.830741061667606 , -14.784474700662306  , 4.414682420434158   , -25.53043280558415    , 288.01546434221274    , 0.6584082995051215
 448, Gaia DR3 5318547273548061824, 3.5350146, -2.214108722964013    , -0.15029526           , 130.0731005351964    , -52.92181484         , 460.52163391174156, 7.0823165728302655 ,   141.1967383435355   , -54.802454359303795  , 65.14205430481096   , -112.6486692153898    , 270.12039952508724    , -6.828374267319989
 449, Gaia DR3 433103132037681536 , 3.535792 , 0.8275783893166748    , 1.1854105             ,  47.37522068555027   , 44.856842474273094   , 113.5188791534414 , 28.73143237779338  ,    34.80508687666068  , 16.707958863973285   , 18.154004719232052  , 24.549344100113437    , 146.93380529366743    , -11.647092571478394
 450, Gaia DR3 1986628812013105152, 3.5363603, -5.6066920617686105   , 1.9957726             , 337.38260044640924   , 47.706882023498416   , 2198.0412812303193, 1.4838483825810553 ,   673.9233008837242   , 418.62191104755846   , -174.4046564070372  , 498.5091041179168     ,  99.46775762706477    , -8.665059787454899
 451, Gaia DR3 1671148277108755200, 3.5380037, -2.0251099524720226   , 2.257103              , 207.85808233061798   , 64.72327753159793    , 422.71543192255604, 7.715734401192944  ,   129.60529069603382  , -48.9267264184801    , -25.859556247928253 , 117.19637438519533    , 112.95787113873705    , 51.126109212340985
 452, Gaia DR3 3366754155291545344, 3.5395133, -4.022735386504349    , 0.9869275             , 106.02717676046669   , 20.570294274158407   , 1061.3902883831847, 3.0729129856354085 ,   325.4241186374572   , -84.11890366592257   , 292.83318582354826  , 114.33981072854856    , 195.5787895475955     , 11.626695810893274
 453, Gaia DR3 2996171698248699904, 3.5410435, 1.7971416364321096    , 0.2437489             ,  86.73885705541909   , -14.82195361         , 72.81246684857629 , 44.79397747617685  ,    22.324429674320356 , 1.2277111678662291   , 21.546645434683903  , -5.710950541196018    , 219.2972825222259     , -21.058487107186576
 454, Gaia DR3 5971244451311982336, 3.542674 , -2.691998726139791    , -0.22109938           , 253.08386981981704   , -38.01763655         , 575.9170254628692 , 5.663246363273698  ,   176.57716720307744  , -40.477412025247176  , -133.09213094773378 , -108.75458506653054   , 346.02850655109046    , 4.127406707208993
 455, Gaia DR3 2139664063041544576, 3.544013 , 0.6590395559640676    , 1.1856759             , 289.27614437073896   , 53.36900495687048    , 123.14592948439235, 26.485325285667464 ,    37.75675734445859  , 7.4369460209954825   , -21.264963315984517 , 30.299602212223185    ,  84.33792613082693    , 17.91365232519379
 456, Gaia DR3 6093220251160674688, 3.544546 , -1.606382383372106    , -0.1571238            , 214.85084131644513   , -46.05811714         , 349.63189891282167, 9.328553859478502  ,   107.19775166264661  , -61.04559066783832   , -42.5081752799968   , -77.18710291173166    , 318.2597027905357     , 14.33222217357825
 457, Gaia DR3 4822106194362165760, 3.5456567, -1.107855132153976    , 1.3219001             ,  82.80326527079693   , -35.47065067         , 278.0530982857198 , 11.729989775724453 ,    85.25156620933535  , 8.697957400942363    , 68.88299263106583   , -49.470277989764845   , 239.86271123191932    , -31.038557074731436
 458, Gaia DR3 5935906628641616128, 3.547944 , -1.7168467233572846   , 1.6305463             , 254.8960413402936    , -53.16034251         , 368.4542046929903 , 8.852009173616713  ,   112.96870353235578  , -17.649403888896366  , -65.39363435547301  , -90.41072450727626    , 335.0012324233767     , -6.345909995835989
 459, Gaia DR3 5855802671046171648, 3.5488756, -1.3994184332989401   , -0.15826988           , 191.5695494796672    , -68.108147           , 318.481477175847  , 10.240972344520857 ,    97.64697788047653  , -35.66850312313661   , -7.301939150125494  , -90.6055840375908     , 302.30827006022855    , -5.116377077776504
 460, Gaia DR3 4870527586937201408, 3.5517442, -0.12414375516471932  , -0.056988716          ,  64.47392596972604   , -33.79837214         , 177.2568238886812 , 18.400194296882404 ,    54.34725220099621  , 19.46154084123465    , 40.754229152665694  , -30.231854988664793   , 234.72593930616026    , -45.6530310589041
 461, Gaia DR3 5521599549054493696, 3.5536344, -8.273172774652442    , 1.1115923             , 130.1565070492401    , -46.64872023         , 7564.6146102390285, 0.4311601010823921 ,  2319.3240689237755   , -1026.7388724867494  , 1216.8538352719627  , -1686.5165780382035   , 265.1331768949924     , -2.99797897243628
 462, Gaia DR3 4936685751336237056, 3.5560112, 0.23693333268947514   , -0.08851528           ,  34.12809888310582   , -51.51226518         , 150.39761376615286, 21.68624832752511  ,    46.11217140452816  , 23.755596545691322   , 16.10074424670978   , -36.09390556729716    , 275.68475002607636    , -60.820047409017604
 463, Gaia DR3 5337891256535666176, 3.557437 , -9.703422924861703    , 1.4040642             , 167.1474026341081    , -58.97503166         , 14641.897330207226, 0.22275528413050544,  4489.231328017031    , -2255.830730804953   , 514.6903603223493   , -3847.0143570562354   , 289.83733566000075    , 1.3592174320945156
 464, Gaia DR3 5828952940687722496, 3.5603364, -3.136933856158818    , 1.2776954             , 243.85949430582085   , -63.68574246         , 712.6551427417622 , 4.576631535207849  ,   218.50131309611422  , -42.674157070953626  , -86.95314319823821  , -195.8593654410133    , 323.2277387404788     , -9.026614266136624
 465, Gaia DR3 4878631812268014464, 3.5659256, -0.48941954010178534  , 1.1686037             ,  68.88740308086244   , -30.56239778         , 211.10299763637934, 15.450088518486938 ,    64.72454826413721  , 20.075043259541236   , 51.991653463883914  , -32.91090634144832    , 231.02428570247335    , -41.50151582313794
 466, Gaia DR3 3019816764523863552, 3.5708857, -2.88888699169694     , 1.4930692             ,  93.71386334648815   , -6.27485972          , 638.822068358078  , 5.105584421        ,   195.86396336663378  , -12.61083917675489   , 194.2816890800642   , -21.407572705501597   , 214.27063507533526    , -11.224115471417168
 467, Gaia DR3 1931192500887330688, 3.575974 , -1.5804120834014825   , -0.008019924          , 345.48038407430573   , 42.32598623163029    , 350.51175628961647, 9.305137249961678  ,   107.46751747311609  , 76.91590892273693    , -19.91990341464092  , 72.36302726099237     , 101.97431060868956    , -16.122734012446198
 468, Gaia DR3 3312748824193704832, 3.577121 , 0.5466858182914596    , 1.1619499             ,  67.14423196264237   , 15.962025308010457   , 131.67775349657887, 24.76925610737078  ,    40.372629507529794 , 15.076638199075767   , 35.768409484466474  , 11.102480665056937    , 180.08819640519724    , -22.24484307672752
 469, Gaia DR3 3168265196643846400, 3.5799253, 1.1464674866296072    , 0.24518347            , 109.52303150106083   , 16.540225963939488   , 100.02692888851644, 32.60681934596957  ,    30.668431329951446 , -9.824852100879763   , 27.709123253533072  , 8.730947826914246     , 200.7417739401969     , 12.955924404213519
 470, Gaia DR3 1064092789129355136, 3.5820162, 1.7029293413608286    , 0.5467346             , 142.88317471411838   , 63.061979025953285   , 77.48947954597882 , 42.09035883464328  ,    23.758409946767447 , -8.58263797237635    , 6.494960937473741   , 21.180553605948834    , 150.63178801814846    , 41.5146113197579
 471, Gaia DR3 5173421634271199104, 3.5833347, 0.504005452396521     , 1.300211              ,  44.107223636728506  , -8.899117344         , 134.67631407699318, 24.217770009174714 ,    41.29199342553661  , 29.292333042941394   , 28.393407596679715  , -6.387671798454664    , 187.00632749736613    , -55.586841247002944
 472, Gaia DR3 3207534529304666240, 3.5883799, -2.5155633712275605   , -0.034028053          ,  79.40154704838251   , -6.844450162         , 542.2680619852441 , 6.014663648195368  ,   166.26033615363326  , 30.36147212773248    , 162.25932195706048  , -19.813955339382495   , 208.1644585564532     , -24.21673305087558
 473, Gaia DR3 5300734910309994240, 3.5909956, -2.4295780660826405   , 1.9417825             , 139.05006945281832   , -57.54153282         , 521.843292295418  , 6.250075545962206  ,   159.9980660467439   , -64.85540672965264   , 56.278517336165066  , -135.00328086040176   , 276.98384078110695    , -5.890075852191128
 474, Gaia DR3 6518817665843312000, 3.5925784, -2.450426147607442    , 4.267953              , 335.6844004512271    , -45.94804349         , 527.2617682493311 , 6.185845810192854  ,   161.65938025034987  , 102.43227226128852   , -46.283522624485464 , -116.1861452832704    , 350.2304000099938     , -54.897161427792824
 475, Gaia DR3 4757601523650165120, 3.5934615, -4.071618385207851    , 1.0495744             ,  83.40631067329583   , -62.48976924         , 1112.862092601146 , 2.930785424074064  ,   341.20546382747705  , 18.097447313153726   , 156.56269679186786  , -302.62480552613164   , 271.7494007653628     , -32.7946835785846
 476, Gaia DR3 939307084189685248 , 3.593621 , -0.2707938146729889   , 0.25687075            , 103.19723612430526   , 33.96104701          , 193.33404397618264, 16.87007592104058  ,    59.276555996573    , -11.22456517448362   , 47.86656385625132   , 33.11361188475276     , 181.9541199284832     , 14.73575865753507
 477, Gaia DR3 6203033940614597504, 3.594247 , -0.5976866126678759   , 1.559411              , 220.9139848128326    , -35.17445828         , 224.80817229678556, 14.508191435737391 ,    68.92657878339983  , -42.57631484020826   , -36.898954439191705 , -39.70639543834394    , 327.2462098406795     , 22.512872845942027
 478, Gaia DR3 5912398348432135552, 3.596028 , -0.6018056237921194   , -0.026394606          , 262.77412911919896   , -60.68428368         , 225.41981914805243, 14.468825378028784 ,    69.11411077768075  , -4.256405926933789   , -33.57100936032556  , -60.26301226875091    , 331.14812952310837    , -14.12533718499033
 479, Gaia DR3 3174163561130003840, 3.601026 , 0.9037813271004072    , 1.3143642             ,  69.54473362633105   , -14.30470939         , 112.94689773570126, 28.876933013531165 ,    34.6297163736682   , 11.727028456988396   , 31.440171878424486  , -8.556263901073548    , 211.24651339830623    , -36.14655064660674
 480, Gaia DR3 4990516294443333504, 3.6017847, 0.3731089349985881    , 1.1949651             ,   2.3534338435390842 , -45.74822212         , 144.26484891504836, 22.608140683809946 ,    44.23185497585461  , 30.83951549195474    , 1.2674512017600363  , -31.682405942063095   , 324.66485147798375    , -69.38737501811
 481, Gaia DR3 1273423791421021568, 3.6044285, 0.834443567442483     , 0.34989166            , 231.9562807016411    , 29.106103677611483   , 116.79449112162175, 27.925632182460006 ,    35.80939523467965  , -19.28125364274019   , -24.640101919772725 , 17.418708976873916    ,  45.69464969126897    , 55.83949579657799
 482, Gaia DR3 2090687795056051328, 3.6048782, -3.614666063117184    , 0.21071863            , 282.5199906501613    , 33.362650393309416   , 906.4299039900338 , 3.598248453237108  ,   277.9129937790609   , 50.317888967406866   , -226.59515853423989 , 152.83447349975313    ,  63.09563391823292    , 14.939743593920408
 483, Gaia DR3 5642935536248627456, 3.6095452, -0.4368026422747584   , 1.4735351             , 132.63234221962838   , -27.70945805         , 210.23012121513426, 15.514237356417429 ,    64.45692282684797  , -38.649497959011256  , 41.98342429491828   , -29.971708197823567   , 251.3612884460352     , 10.207773448125229
 484, Gaia DR3 2891816671700460288, 3.6113985, -0.501057494268097    , 1.092516              ,  95.52831507928491   , -33.43663026         , 216.7287724276426 , 15.049040159579686 ,    66.44942065381063  , -5.342092615108717   , 55.19383761668491   , -36.61458508383912    , 240.94922183288028    , -20.403711389228814
 485, Gaia DR3 916230087468692864 , 3.613737 , -1.6435057014100445   , 1.7807148             , 125.70865948297298   , 43.18768339881599    , 367.17568396907836, 8.882832231        ,   112.57670684245527  , -47.90798349126255   , 66.64975487690391   , 77.04641598505185     , 177.2639738183064     , 34.05733349491874
 486, Gaia DR3 3214077516844988800, 3.6153696, -5.393675846233562    , -0.22188401           ,  81.11923705133687   , -2.397152498         , 2066.4954886103255, 1.5783049215332816 ,   633.591130811736    , 97.72736107087697    , 625.4476821408408   , -26.50058199486282    , 204.73992020899394    , -20.65431061905631
 487, Gaia DR3 2365464065885835904, 3.615524 , -2.134392067625957    , 2.0311046             ,   3.6599461564529565 , -18.9331898          , 460.6897883460798 , 7.079731486363765  ,   141.24829478718155  , 133.33392595476914   , 8.528722699589006   , -45.83018501913549    ,  73.72596631272967    , -78.12382426539313
 488, Gaia DR3 66526127137440128  , 3.6157947, -1.8368401142700912   , -0.036376238          ,  57.29068893293528   , 24.053211829998986   , 401.74671573944005, 8.118448445799721  ,   123.17624564301747  , 60.78189445899366    , 94.64369563734664   , 50.204777390105285    , 166.81820345760693    , -23.49580813784796
 489, Gaia DR3 5775835843156608256, 3.620061 , 0.2622924374687772    , 1.1363041             , 248.3599456          , -78.89749579         , 153.1013727650948 , 21.303270774745105 ,    46.94114864208992  , -3.333431742118175   , -8.40212173796986   , -46.062609771481185   , 312.6078731278623     , -20.34350316982956
 490, Gaia DR3 2059372363884259072, 3.6234016, 0.48318974613578414   , 1.217066              , 299.07636376369845   , 35.08329669254902    , 138.50573077835116, 23.548195310556714 ,    42.46609928327278  , 16.887988821365997   , -30.37120443793145  , 24.408100354094984    ,  70.87648911447535    , 3.4869442456338704
 491, Gaia DR3 5236306071562633344, 3.624794 , 0.5011860675157358    , 0.30536938            , 176.40065646582843   , -66.72860365         , 137.45070089372564, 23.728944114455828 ,    42.142625275550856 , -16.617157836477276  , 1.0452718115832886  , -38.71405865306568    , 296.34090831605465    , -4.58665419759998
 492, Gaia DR3 6265374394490973184, 3.625443 , 0.15856404108440492   , 1.2459273             , 233.88187249166222   , -14.78950078         , 160.99083912565513, 20.25928939630109  ,    49.360072825781266 , -28.131466802684166  , -38.55224310411013  , -12.600076052845921   , 351.3086292573062     , 32.47087488316956
 493, Gaia DR3 6539947667988856320, 3.6254985, -0.3734466775681371   , 1.189776              , 347.5905760162791    , -45.24683454         , 205.69058235979222, 15.856632630340396 ,    63.06509227479863  , 43.36387961626073    , -9.541644804581003  , -44.78545324855522    , 344.3047442897303     , -62.67398272438116
 494, Gaia DR3 2392584791494639744, 3.6269598, 0.1163917309180631    , 1.3260231             , 350.74203460091184   , -20.10101667         , 164.26271096480275, 19.85575411998934  ,    50.36323445369785  , 46.67944595052547    , -7.608892287391117  , -17.30865299637697    ,  46.724105462809526   , -68.38005721493467
 495, Gaia DR3 3992011061833780096, 3.6306431, -3.205250362725796    , 2.2561414             , 168.80082789260484   , 23.095482313567242   , 759.6334227536969 , 4.293597282985172  ,   232.9049359060379   , -210.1586397385523   , 41.60937551139154   , 91.36035892108258     , 217.57380602657707    , 67.63799917846305
 496, Gaia DR3 2989528414633822464, 3.6340435, -2.4472734804451046   , 3.6775446             ,  77.84544163484792   , -11.84883097         , 536.647077188577  , 6.077662841446712  ,   164.53693238468003  , 33.90502387906608    , 157.42129904934612  , -33.784405869232906   , 212.45183560662153    , -27.759789012779393
 497, Gaia DR3 2995725777563537792, 3.635856 , 2.7616013924366136    , 0.5394423             ,  89.10103276512667   , -14.16708078         , 48.78387494957995 , 66.85733766272052  ,    14.95722137553194  , 0.22753107987714205  , 14.500529392151034  , -3.6607851933326434   , 219.64599384391104    , -18.70248531220124
 498, Gaia DR3 660136821288588416 , 3.6373575, 0.5227144431223771    , 1.279752              , 131.17116036160883   , 18.153295569011824   , 136.88440849548246, 23.827111033669258 ,    41.968999035885425 , -26.253460443683952  , 30.01956116307581   , 13.07588017620321     , 207.80101718628495    , 32.635909280806466
 499, Gaia DR3 4803692295174064256, 3.6376557, -2.015573234308489    , 1.2990015             ,  89.78680236025778   , -42.81518137         , 440.6270543042607 , 7.402087475427315  ,   135.09702544311946  , 0.3687518043089901   , 99.09971137049632   , -91.81676051772904    , 249.42280086499855    , -27.35425373312454
 500, Gaia DR3 6838023243053666688, 3.6419108, 0.04749737884582972   , 0.47295427            , 325.02361799924387   , -16.66241377         , 170.7292987382983 , 19.103692360380798 ,    52.345901574184836 , 41.09063994666472    , -28.746740508168728 , -15.009251498453176   ,  35.70642387857052    , -44.43201022004556
 501, Gaia DR3 2251191616254289152, 3.64309  , 0.28722302853762827   , 1.1272447             , 297.04417326624304   , 70.26810826288803    , 152.96735827666325, 21.32193454044623  ,    46.90005956556472  , 7.199525298755254    , -14.102973994830007 , 44.14621781338975     , 102.38511698397758    , 20.80095323973403
 502, Gaia DR3 6705977119250947712, 3.643981 , -4.00912824733042     , -0.06000352           , 271.65772381444384   , -50.09152287         , 1106.7441159809616, 2.946986528235679  ,   339.3296814962661   , 6.297819329245269    , -217.61029948041826 , -260.28969971187155   , 343.19572326062985    , -13.55979182875409
 503, Gaia DR3 2851617392714906880, 3.6454024, -2.3153387311763938   , 2.2304196             , 359.4395212218164    , 25.14126236383725    , 507.66076338230926, 6.424684031654784  ,   155.64967787877865  , 140.89716380319288   , -1.378328210192511  , 66.12799458118154     , 107.49682827166824    , -36.207161795579424
 504, Gaia DR3 5114760146310175488, 3.6505644, -2.3204712640417697   , 1.9839551             ,  56.53581852874381   , -12.10132428         , 510.0731993078826 , 6.3942979251323235 ,   156.3893349525634   , 84.31922286029851    , 127.565647507553    , -32.78564196594479    , 201.47248512612256    , -46.73257149155062
 505, Gaia DR3 1667976701458958848, 3.652423 , -0.860327149762584    , 0.02751255            , 211.09674420277332   , 64.37592442          , 260.6005945547444 , 12.515550878050064 ,    79.90059804349588  , -29.588625329270204  , -17.846706819133782 , 72.04244495118311     , 110.7093707300095     , 50.890362661443355
 506, Gaia DR3 1195823284391343104, 3.6537793, 0.3252805349331389    , 0.19625878            , 236.54720068018437   , 15.421606892423219   , 151.05152884338366, 21.59236669085102  ,    46.31266291081068  , -24.610650590286742  , -37.249273322600516 , 12.315448036973692    ,  25.92749956496239    , 48.14147967366934
