id  , designation                 , appmag   , absmag                , b-v; interpret as bprp, ra                   , dec                  , ly                , parallax           , parsec                , from earth X         , from earth Y        , from earth Z          , galactic l            , galactic b
2950, Gaia DR3 6574523941428063872, 5.247718 , -0.6295603852749982   , 1.1387448             , 329.82487585943215   , -38.39509793         , 488.5185386832126 , 6.676430353680003  ,   149.78063830903392  , 101.48290354396997   , -59.00548977771224  , -93.0258677822423     ,   4.191482411211266   , -52.194339782349104
2951, Gaia DR3 5378486634530999808, 5.2480726, -1.551187616492153    , -0.13066626           , 176.4329321232221    , -45.6901101          , 746.9257219876505 , 4.366645710527459  ,   229.00873262722456  , -159.6615678223757   , 9.952925172990845   , -163.87227544807388   , 290.8528938010836     , 15.738564030151327
2952, Gaia DR3 1924356459138844928, 5.2482433, -2.935914415871787    , 2.617612              , 351.0368865577605    , 41.61286243204438    , 1413.3734061697219, 2.3076421176190878 ,   433.3427581187291   , 320.0320203465579    , -50.4769114225623   , 287.780356140037      , 105.66021338671412    , -18.399235378670774
2953, Gaia DR3 4971923277938882560, 5.2484446, 0.2948870080722381    , 0.024062157           ,  33.227032900518886  , -30.72379664         , 319.2543993916051 , 10.216178715831234 ,    97.8839571835579   , 70.38776994446293    , 46.10791149764566   , -50.00891334035594    , 229.60453243969746    , -72.04185111342592
2954, Gaia DR3 6485678866417832704, 5.2485485, -1.4360879167887637   , 1.5778408             , 356.05034918058357   , -64.4042989          , 708.5208836768928 , 4.603336436710271  ,   217.23374203659992  , 93.62601031772098    , -6.464296474843613  , -195.91549643225105   , 314.5394470277169     , -51.02385928517553
2955, Gaia DR3 2677228629435903104, 5.2485557, 1.0042330083816973    , 0.30105543            , 331.19750939726976   , -0.906536076         , 230.29786434839158, 14.162354519562347 ,    70.60972796710519  , 61.86655301549551    , -34.01492749457397  , -1.1171432801374106   ,  58.740898005283654   , -42.054267493443184
2956, Gaia DR3 543215506409139328 , 5.2489614, -2.189953937516983    , 2.519291              ,  52.58089003048497   , 71.86390057084844    , 1002.7864102270465, 3.252497208514754  ,   307.45606710501926  , 58.15332540132921    , 76.0088379490306    , 292.1815882256978     , 134.5947434692597     , 12.550770813180858
2957, Gaia DR3 416384782862127872 , 5.2499237, 0.1820453050380575    , 1.3262243             ,   7.921081345649575  , 52.83947121942781    , 336.51238393484664, 9.692243601446423  ,   103.17528542625206  , 61.72842071977052    , 8.588676993801288   , 82.22515567469443     , 119.70774723307844    , -10.026076887239157
2958, Gaia DR3 3811456580944840704, 5.249954 , 1.3460849963278734    , 1.1713076             , 166.72416121282853   , 1.9551439430893343   , 196.87889944600073, 16.566325843844783 ,    60.36341488306232  , -58.71604883696107   , 13.853744658806987  , 2.059423280651289     , 253.11155615810753    , 54.38599035317297
2959, Gaia DR3 6746106884174369664, 5.250017 , -1.9591807186972456   , 2.9411795             , 293.1189533952235    , -30.86960865         , 902.1212562192895 , 3.615434153130267  ,   276.5919548373446   , 93.21665780604064    , -218.34322419759337 , -141.91547003485795   ,   8.155691098194236   , -21.436417934147705
2960, Gaia DR3 3885044901326958592, 5.250113 , 0.5824219306363076    , 1.0696578             , 161.6047468334148    , 14.194356726408442   , 279.8746645999425 , 11.653645050944958 ,    85.8100616269339   , -78.93939655297174   , 26.252378666164024  , 21.041648287128144    , 230.0666931443595     , 57.94237352937057
2961, Gaia DR3 2487740376053070592, 5.250232 , 0.26025889453772333   , 1.1130319             ,  34.246425737712904  , -6.422593343         , 324.6534283167233 , 10.046282329161508 ,    99.5393088941253   , 81.7652578820225     , 55.66451742855584   , -11.134546153860697   , 170.9891984780699     , -61.25259817903707
2962, Gaia DR3 2304182888391818240, 5.250244 , 0.7972573158287384    , -0.019230366          , 333.2977684583711    , 86.10817865829598    , 253.52611948746156, 12.86478886906682  ,    77.73155161562613  , 4.713213584177039    , -2.370729484513699  , 77.55230090715514     , 120.17949291767947    , 23.989548835439553
2963, Gaia DR3 3378384205173636352, 5.2503476, -0.34108587598389484  , 0.03696108            , 102.88766589542932   , 21.76098626          , 428.26449152784295, 7.615760971366814  ,   131.30664207552306  , -27.19965684001523   , 118.87752903452818  , 48.68003709509517     , 193.2211348596561     , 9.47838920651988
2964, Gaia DR3 4707315118836465152, 5.2509127, 2.122099223483376     , 0.6740055             ,  10.618788259134101  , -65.46784658         , 137.78059869871353, 23.67212822998463  ,    42.24377251950402  , 17.239407138093117   , 3.232118795970822   , -38.43035995531917    , 304.57583212045967    , -51.50198763897244
2965, Gaia DR3 2447690110960258176, 5.2510657, 0.42910420218682965   , 1.0986848             , 356.9860147028567    , -2.761574542         , 300.48145380792977, 10.854446950608857 ,    92.12813923641748  , 91.89385835792606    , -4.838445265323346  , -4.438725343228596    ,  87.62268451336074    , -61.245491372944976
